"Neighbourhoods_ID","Click_ID","Browser_ID","Entr_Time","Duration","Attributes__what_they_search_for_"
"L3","12409","B5","2022-3-15 15:44","0:21:51","Accessability"
"L7","12410","B5","2022-3-15 16:16","0:09:44","Offers"
"L3","12411","B7","2022-3-15 16:20","0:05:29","Website"
"L1","12412","B7","2022-3-15 17:51","0:28:59","Website"
"L3","12413","B5","2022-3-15 17:57","0:03:39","Website"
"L3","12414","B5","2022-3-15 18:00","0:46:39","Instagram"
"L2","12415","B5","2022-3-15 18:09","0:17:25","Careers"
"L1","12416","B5","2022-3-15 18:47","0:24:35","Instagram"
"L2","12417","B5","2022-3-15 19:22","0:02:28","Location"
"L3","12418","B5","2022-3-15 19:25","1:21:52","Website"
"L3","12419","B5","2022-3-15 19:25","0:00:04","Location"
"L1","12420","B5","2022-3-15 20:47","0:00:06","Speciality Offerings"
"L6","12421","B5","2022-3-16 4:20","0:20:22","Speciality Offerings"
"L6","12422","B5","2022-3-16 4:41","0:35:14","Location"
"L7","12423","B5","2022-3-16 5:23","0:01:35","Instagram"
"L2","12424","B5","2022-3-16 6:18","0:07:15","Instagram"
"L3","12425","B5","2022-3-16 6:26","0:12:07","Accessability"
"L7","12426","B5","2022-3-16 6:51","0:03:44","Location"
"L7","12427","B5","2022-3-16 7:14","0:05:31","Instagram"
"L1","12428","B5","2022-3-16 7:36","0:21:46","Location"
"L7","12429","B5","2022-3-16 7:58","0:25:08","Menu"
"L3","12430","B5","2022-3-16 8:34","0:17:59","Careers"
"L1","12431","B5","2022-3-16 8:52","0:17:39","Website"
"L1","12432","B5","2022-3-16 9:16","0:08:59","Location"
"L5","12433","B5","2022-3-16 9:46","0:12:30","Ambience"
"L2","12434","B5","2022-3-16 10:02","0:09:09","Menu"
"L2","12435","B5","2022-3-16 10:11","0:19:41","Menu"
"L1","12436","B7","2022-3-16 10:34","0:22:38","Website"
"L2","12437","B7","2022-3-16 10:34","0:21:44","Menu"
"L7","12438","B7","2022-3-16 10:34","0:00:11","Instagram"
"L4","12439","B5","2022-3-16 10:58","0:18:23","Speciality Offerings"
"L7","12440","B5","2022-3-16 10:58","0:00:03","Instagram"
"L1","12441","B5","2022-3-16 12:05","0:03:38","Instagram"
"L2","12442","B5","2022-3-16 12:16","0:04:59","Speciality Offerings"
"L4","12443","B5","2022-3-16 12:21","0:02:11","Instagram"
"L2","12444","B5","2022-3-16 12:24","0:43:13","Website"
"L2","12445","B5","2022-3-16 13:11","0:41:53","Speciality Offerings"
"L1","12446","B5","2022-3-16 13:58","0:07:13","Offers"
"L7","12447","B5","2022-3-16 14:46","0:44:04","Speciality Offerings"
"L2","12448","B5","2022-3-16 15:40","0:44:58","Instagram"
"L1","12449","B5","2022-3-16 16:30","0:30:50","Speciality Offerings"
"L7","12450","B5","2022-3-17 2:31","0:12:21","Website"
"L7","12451","B5","2022-3-17 2:51","0:41:51","Website"
"L1","12452","B5","2022-3-17 2:51","0:00:03","Website"
"L2","12453","B5","2022-3-17 3:33","0:16:07","Speciality Offerings"
"L6","12454","B5","2022-3-17 3:52","0:00:02","Instagram"
"L2","12455","B5","2022-3-17 3:53","0:11:59","Menu"
"L6","12456","B5","2022-3-17 4:05","0:07:56","Menu"
"L5","12457","B5","2022-3-17 4:15","0:34:05","Accessability"
"L4","12458","B5","2022-3-17 4:54","0:23:38","Website"
"L5","12459","B5","2022-3-17 6:00","0:21:21","Accessability"
"L2","12460","B5","2022-3-17 6:23","0:41:44","Location"
"L2","12461","B5","2022-3-17 7:14","0:16:00","Offers"
"L2","12462","B5","2022-3-17 7:40","0:26:33","Instagram"
"L1","12463","B5","2022-3-17 8:10","0:01:52","Speciality Offerings"
"L2","12464","B5","2022-3-17 8:40","0:00:07","Menu"
"L1","12465","B5","2022-3-17 8:54","0:26:12","Speciality Offerings"
"L1","12466","B5","2022-3-17 9:33","0:14:16","Instagram"
"L2","12467","B5","2022-3-17 9:47","0:10:13","Instagram"
"L6","12468","B5","2022-3-17 9:58","0:02:58","Location"
"L2","12469","B5","2022-3-17 10:14","0:15:34","Accessability"
"L2","12470","B5","2022-3-17 10:34","1:19:12","Website"
"L1","12471","B5","2022-3-17 15:24","0:08:06","Speciality Offerings"
"L2","12472","B5","2022-3-17 15:33","0:13:23","Location"
"L2","12473","B5","2022-3-17 15:47","0:12:21","Instagram"
"L3","12474","B5","2022-3-17 16:13","0:29:47","Accessability"
"L2","12475","B5","2022-3-17 16:43","0:27:01","Instagram"
"L2","12476","B5","2022-3-17 18:10","0:13:57","Accessability"
"L7","12477","B5","2022-3-17 18:24","0:43:40","Instagram"
"L2","12478","B5","2022-3-17 19:14","0:16:03","Website"
"L2","12479","B5","2022-3-17 22:03","0:00:42","Ambience"
"L7","12480","B5","2022-3-17 22:03","0:00:05","Accessability"
"L3","12481","B5","2022-3-17 22:04","0:25:37","Accessability"
"L2","12482","B5","2022-3-17 22:04","0:00:02","WiFi"
"L4","12483","B5","2022-3-17 22:04","0:00:10","Location"
"L2","12484","B5","2022-3-18 3:26","0:07:11","Accessability"
"L1","12485","B5","2022-3-18 3:33","0:03:31","Instagram"
"L2","12486","B5","2022-3-18 3:38","0:38:35","Accessability"
"L2","12487","B5","2022-3-18 4:23","0:19:17","Ambience"
"L1","12488","B5","2022-3-18 4:48","0:22:30","Website"
"L5","12489","B5","2022-3-18 5:11","0:19:55","Website"
"L6","12490","B5","2022-3-18 5:35","0:23:39","Ambience"
"L6","12491","B5","2022-3-18 5:59","0:10:22","Website"
"L2","12492","B5","2022-3-18 6:16","0:32:23","Instagram"
"L7","12493","B5","2022-3-18 6:54","0:37:40","Location"
"L1","12494","B5","2022-3-18 7:34","0:10:40","Menu"
"L7","12495","B5","2022-3-18 7:45","0:30:52","Menu"
"L4","12496","B5","2022-3-18 8:18","0:15:06","Speciality Offerings"
"L6","12497","B5","2022-3-18 9:00","0:26:49","Instagram"
"L6","12498","B5","2022-3-18 9:27","0:42:51","Location"
"L3","12499","B5","2022-3-18 10:13","0:01:20","Accessability"
"L7","12500","B5","2022-3-18 10:30","0:12:36","Instagram"
"L1","12501","B5","2022-3-18 10:47","0:06:13","Instagram"
"L5","12502","B5","2022-3-18 10:53","0:06:33","Instagram"
"L1","12503","B5","2022-3-18 11:09","0:15:14","Website"
"L1","12504","B5","2022-3-18 11:24","0:25:56","Instagram"
"L5","12505","B5","2022-3-18 12:01","0:04:36","Careers"
"L5","12506","B5","2022-3-18 12:05","0:13:24","Website"
"L7","12507","B5","2022-3-18 12:21","0:42:05","Website"
"L1","12508","B5","2022-3-18 13:03","0:22:36","Speciality Offerings"
"L2","12509","B5","2022-3-18 13:28","0:20:10","Speciality Offerings"
"L2","12510","B5","2022-3-18 13:48","0:31:37","Location"
"L1","12511","B5","2022-3-18 14:21","0:10:05","Website"
"L7","12512","B5","2022-3-18 14:31","0:00:18","Website"
"L6","12513","B5","2022-3-18 14:39","0:42:12","Menu"
"L7","12514","B5","2022-3-18 15:23","0:26:44","Location"
"L5","12515","B5","2022-3-18 15:52","0:11:23","Website"
"L2","12516","B5","2022-3-18 16:17","0:03:47","Speciality Offerings"
"L1","12517","B5","2022-3-18 16:21","0:41:36","Website"
"L6","12518","B5","2022-3-18 17:05","0:14:55","Instagram"
"L6","12519","B5","2022-3-18 17:32","0:26:52","Website"
"L4","12520","B5","2022-3-18 18:04","0:42:15","Instagram"
"L1","12521","B5","2022-3-18 18:57","0:41:51","Instagram"
"L1","12522","B5","2022-3-18 19:40","0:42:00","Instagram"
"L7","12523","B5","2022-3-18 20:22","0:01:42","Instagram"
"L7","12524","B5","2022-3-19 0:32","0:01:44","Website"
"L6","12525","B5","2022-3-19 0:34","0:25:55","Offers"
"L2","12526","B5","2022-3-19 1:00","0:41:41","Instagram"
"L2","12527","B5","2022-3-19 1:44","0:33:34","Location"
"L3","12528","B5","2022-3-19 2:20","0:09:44","Location"
"L1","12529","B5","2022-3-19 2:30","0:42:08","Instagram"
"L5","12530","B5","2022-3-19 3:12","0:20:10","Instagram"
"L2","12531","B5","2022-3-19 3:44","0:21:20","Website"
"L1","12532","B5","2022-3-19 4:08","0:00:49","Instagram"
"L5","12533","B5","2022-3-19 4:09","0:30:11","Instagram"
"L3","12534","B5","2022-3-19 6:37","0:00:10","Website"
"L3","12535","B5","2022-3-19 6:38","0:21:04","Menu"
"L1","12536","B5","2022-3-19 7:01","0:18:26","Location"
"L7","12537","B5","2022-3-19 7:19","0:18:08","Location"
"L2","12538","B5","2022-3-19 7:19","0:00:01","Location"
"L1","12539","B5","2022-3-19 7:38","0:17:34","Location"
"L2","12540","B5","2022-3-19 7:59","0:00:17","Instagram"
"L4","12541","B5","2022-3-19 8:00","0:21:24","Speciality Offerings"
"L2","12542","B5","2022-3-19 8:21","0:22:15","Instagram"
"L5","12543","B5","2022-3-19 8:44","0:22:08","Menu"
"L2","12544","B5","2022-3-19 8:57","0:00:18","Website"
"L3","12545","B5","2022-3-19 9:08","0:23:05","Instagram"
"L3","12546","B5","2022-3-19 9:31","0:00:17","Ambience"
"L7","12547","B5","2022-3-19 10:17","1:42:03","Website"
"L2","12548","B5","2022-3-19 12:21","0:20:34","Menu"
"L4","12549","B5","2022-3-19 12:43","0:00:49","Location"
"L2","12550","B5","2022-3-19 12:45","1:20:50","Speciality Offerings"
"L1","12551","B5","2022-3-19 14:07","0:34:48","Website"
"L2","12552","B5","2022-3-19 20:23","0:08:53","Menu"
"L3","12553","B5","2022-3-19 20:32","0:12:28","Website"
"L7","12554","B5","2022-3-19 20:45","0:53:30","Location"
"L2","12555","B5","2022-3-20 2:38","0:11:19","Ambience"
"L7","12556","B5","2022-3-20 2:38","0:00:07","Instagram"
"L2","12557","B5","2022-3-20 2:50","0:57:03","Website"
"L5","12558","B5","2022-3-20 3:53","0:56:34","Website"
"L3","12559","B5","2022-3-20 4:50","0:21:26","Instagram"
"L2","12560","B5","2022-3-20 5:19","0:31:46","Offers"
"L2","12561","B5","2022-3-20 6:03","0:23:38","Speciality Offerings"
"L1","12562","B5","2022-3-20 6:26","0:51:36","Accessability"
"L5","12563","B5","2022-3-20 6:26","0:00:02","Location"
"L1","12564","B5","2022-3-20 7:20","0:57:25","Instagram"
"L3","12565","B5","2022-3-20 8:21","0:49:20","Website"
"L3","12566","B5","2022-3-20 9:15","0:43:44","Speciality Offerings"
"L1","12567","B5","2022-3-20 13:18","0:11:53","Careers"
"L2","12568","B5","2022-3-20 13:30","0:32:37","Accessability"
"L1","12569","B5","2022-3-20 14:06","0:02:52","Location"
"L1","12570","B5","2022-3-20 14:10","0:32:15","Instagram"
"L4","12571","B5","2022-3-20 15:31","0:02:20","Website"
"L1","12572","B5","2022-3-20 15:51","0:04:04","Menu"
"L7","12573","B5","2022-3-20 15:57","0:22:59","Instagram"
"L3","12574","B5","2022-3-20 16:32","0:32:59","Location"
"L3","12575","B5","2022-3-20 17:06","0:04:33","Speciality Offerings"
"L1","12576","B5","2022-3-20 17:11","0:27:48","Instagram"
"L6","12577","B5","2022-3-20 17:44","0:29:54","Price"
"L6","12578","B5","2022-3-20 18:18","0:04:33","Instagram"
"L1","12579","B5","2022-3-20 19:01","0:16:11","Instagram"
"L2","12580","B5","2022-3-20 19:32","0:28:24","Instagram"
"L1","12581","B5","2022-3-21 0:44","0:20:19","Speciality Offerings"
"L6","12582","B5","2022-3-21 1:05","0:58:50","Location"
"L2","12583","B5","2022-3-21 2:16","0:22:46","Location"
"L2","12584","B5","2022-3-21 2:40","0:15:15","Website"
"L5","12585","B5","2022-3-21 3:24","0:26:46","Location"
"L2","12586","B5","2022-3-21 3:55","1:01:17","Menu"
"L3","12587","B5","2022-3-21 5:39","0:03:51","Location"
"L6","12588","B5","2022-3-21 5:43","0:39:20","Website"
"L4","12589","B5","2022-3-21 6:53","0:19:34","Location"
"L1","12590","B5","2022-3-21 7:12","0:22:44","Location"
"L1","12591","B5","2022-3-21 8:11","0:06:33","Speciality Offerings"
"L2","12592","B5","2022-3-21 8:53","0:09:49","Location"
"L1","12593","B5","2022-3-21 9:06","0:01:04","Website"
"L1","12594","B5","2022-3-21 9:07","0:20:12","Location"
"L2","12595","B5","2022-3-21 9:32","0:13:18","Menu"
"L6","12596","B5","2022-3-21 17:20","0:00:46","Ambience"
"L4","12597","B5","2022-3-21 17:28","0:01:45","Location"
"L7","12598","B5","2022-3-21 17:50","0:08:00","Location"
"L1","12599","B5","2022-3-21 18:03","0:06:59","Offers"
"L1","12600","B5","2022-3-21 18:45","0:29:58","Website"
"L2","12601","B5","2022-3-21 19:15","0:03:08","Offers"
"L5","12602","B5","2022-3-21 19:18","0:56:31","Ambience"
"L4","12603","B5","2022-3-22 1:14","0:25:52","Location"
"L2","12604","B5","2022-3-22 1:40","0:08:45","Offers"
"L1","12605","B5","2022-3-22 1:49","0:32:40","Instagram"
"L7","12606","B5","2022-3-22 3:05","0:50:37","Website"
"L1","12607","B5","2022-3-22 4:04","0:15:32","Instagram"
"L2","12608","B5","2022-3-22 4:21","0:42:24","Speciality Offerings"
"L2","12609","B5","2022-3-22 13:58","0:00:05","Ambience"
"L7","12610","B5","2022-3-22 14:59","0:05:05","Location"
"L5","12611","B5","2022-3-22 15:04","0:14:38","Ambience"
"L3","12612","B5","2022-3-22 15:27","0:44:14","Ambience"
"L4","12613","B5","2022-3-22 16:19","0:50:38","Instagram"
"L7","12614","B5","2022-3-22 17:29","1:00:09","Accessability"
"L4","12615","B5","2022-3-22 18:32","0:43:30","Location"
"L2","12616","B5","2022-3-22 20:13","0:00:04","Accessability"
"L4","12617","B5","2022-3-22 20:13","0:00:33","Website"
"L1","12618","B5","2022-3-22 20:14","0:12:09","Speciality Offerings"
"L4","12619","B5","2022-3-22 20:26","0:48:00","Instagram"
"L2","12620","B5","2022-3-22 21:48","0:48:15","Location"
"L2","12621","B5","2022-3-23 2:34","0:37:10","Speciality Offerings"
"L3","12622","B5","2022-3-23 3:11","0:54:58","Location"
"L2","12623","B5","2022-3-23 4:18","0:55:57","Accessability"
"L3","12624","B5","2022-3-23 6:00","0:03:43","Menu"
"L1","12625","B5","2022-3-23 6:04","0:17:21","Location"
"L2","12626","B5","2022-3-23 6:30","1:09:03","Website"
"L1","12627","B5","2022-3-23 8:26","1:32:49","Ratings"
"L2","12628","B5","2022-3-23 10:07","0:45:07","Instagram"
"L2","12629","B5","2022-3-23 11:25","0:01:35","Instagram"
"L7","12630","B5","2022-3-23 11:25","0:00:03","Location"
"L2","12631","B5","2022-3-23 11:27","0:00:09","Menu"
"L2","12632","B5","2022-3-23 11:28","0:24:45","Ratings"
"L5","12633","B5","2022-3-23 12:07","0:00:04","Instagram"
"L4","12634","B5","2022-3-23 12:10","0:12:53","Location"
"L5","12635","B5","2022-3-23 12:24","0:13:16","Website"
"L6","12636","B5","2022-3-23 12:38","0:30:48","Website"
"L2","12637","B5","2022-3-23 13:24","0:01:47","Speciality Offerings"
"L2","12638","B5","2022-3-23 13:27","0:01:08","Website"
"L3","12639","B5","2022-3-23 13:28","0:01:49","Menu"
"L2","12640","B5","2022-3-23 13:30","0:06:51","Instagram"
"L3","12641","B5","2022-3-23 13:55","0:16:08","Menu"
"L2","12642","B5","2022-3-23 14:13","0:08:04","Menu"
"L7","12643","B5","2022-3-23 14:21","0:42:09","Menu"
"L5","12644","B5","2022-3-23 15:25","0:07:54","Location"
"L3","12645","B5","2022-3-23 15:33","0:35:12","Website"
"L5","12646","B5","2022-3-23 16:13","0:44:04","Menu"
"L2","12647","B5","2022-3-23 16:59","0:04:34","Location"
"L1","12648","B5","2022-3-23 17:09","0:38:19","Location"
"L2","12649","B5","2022-3-23 17:47","0:41:29","Instagram"
"L4","12650","B5","2022-3-23 18:29","0:40:49","Careers"
"L7","12651","B5","2022-3-23 19:11","0:40:53","Website"
"L7","12652","B5","2022-3-24 2:04","0:00:16","Location"
"L3","12653","B5","2022-3-24 2:05","0:03:11","Location"
"L2","12654","B5","2022-3-24 2:08","0:40:16","Location"
"L2","12655","B5","2022-3-24 2:48","0:04:59","Location"
"L3","12656","B5","2022-3-24 3:00","0:10:25","Speciality Offerings"
"L1","12657","B5","2022-3-24 3:10","0:17:41","Menu"
"L4","12658","B5","2022-3-24 3:49","0:24:02","Website"
"L3","12659","B5","2022-3-24 4:13","0:41:32","Menu"
"L2","12660","B5","2022-3-24 4:55","0:01:43","Offers"
"L3","12661","B5","2022-3-24 5:26","0:10:54","Speciality Offerings"
"L7","12662","B5","2022-3-24 5:37","0:29:19","Location"
"L4","12663","B5","2022-3-24 6:07","0:29:37","Speciality Offerings"
"L2","12664","B5","2022-3-24 6:56","0:15:00","Speciality Offerings"
"L2","12665","B5","2022-3-24 7:17","0:13:01","Menu"
"L7","12666","B5","2022-3-24 8:03","0:28:55","Instagram"
"L2","12667","B5","2022-3-24 8:34","0:00:34","Location"
"L2","12668","B5","2022-3-24 9:13","0:41:02","Location"
"L4","12669","B5","2022-3-24 9:13","0:00:02","Instagram"
"L6","12670","B5","2022-3-24 10:03","0:27:22","Accessability"
"L1","12671","B5","2022-3-24 11:00","0:11:10","Menu"
"L2","12672","B5","2022-3-24 11:54","0:03:54","Instagram"
"L6","12673","B5","2022-3-24 11:58","0:42:19","Website"
"L3","12674","B5","2022-3-24 12:45","0:26:39","Location"
"L3","12675","B5","2022-3-25 15:33","0:14:48","Location"
"L4","12676","B5","2022-3-25 15:48","0:42:04","Location"
"L4","12677","B5","2022-3-25 16:33","0:41:31","Careers"
"L5","12678","B5","2022-3-25 17:20","0:41:31","Speciality Offerings"
"L5","12679","B5","2022-3-25 18:02","0:42:28","Ratings"
"L7","12680","B5","2022-3-25 19:03","0:02:14","Website"
"L6","12681","B5","2022-3-25 19:03","0:00:04","Instagram"
"L2","12682","B5","2022-3-25 19:06","0:41:11","Accessability"
"L3","12683","B5","2022-3-25 19:54","0:23:11","Location"
"L2","12684","B5","2022-3-25 20:24","0:23:28","Instagram"
"L2","12685","B5","2022-3-25 21:48","0:12:48","Menu"
"L2","12686","B5","2022-3-25 22:01","0:42:55","Instagram"
"L5","12687","B5","2022-3-25 22:56","0:37:45","Speciality Offerings"
"L4","12688","B5","2022-3-26 3:52","0:11:01","Offers"
"L1","12689","B5","2022-3-26 4:03","0:41:43","Menu"
"L7","12690","B5","2022-3-26 4:45","0:18:23","Instagram"
"L2","12691","B5","2022-3-26 5:11","0:09:55","WiFi"
"L7","12692","B5","2022-3-26 5:11","0:00:13","Location"
"L1","12693","B5","2022-3-26 5:45","0:10:06","Speciality Offerings"
"L3","12694","B5","2022-3-26 5:59","0:03:24","Instagram"
"L1","12695","B5","2022-3-26 6:11","0:40:49","Menu"
"L5","12696","B5","2022-3-26 6:11","0:00:12","Location"
"L3","12697","B5","2022-3-26 6:52","0:00:04","Instagram"
"L2","12698","B5","2022-3-26 6:53","0:22:15","Menu"
"L2","12699","B5","2022-3-26 6:53","0:00:48","Website"
"L7","12700","B5","2022-3-26 7:47","0:20:17","Menu"
"L2","12701","B5","2022-3-26 8:07","0:15:35","Location"
"L1","12702","B5","2022-3-26 8:29","0:24:54","Speciality Offerings"
"L2","12703","B5","2022-3-26 8:54","0:42:05","Instagram"
"L7","12704","B5","2022-3-26 9:39","0:41:16","Careers"
"L2","12705","B5","2022-3-26 10:26","0:05:51","Instagram"
"L1","12706","B5","2022-3-26 10:41","0:04:32","Website"
"L1","12707","B5","2022-3-26 10:46","0:31:24","Menu"
"L1","12708","B5","2022-3-26 11:18","0:19:55","Instagram"
"L4","12709","B5","2022-3-26 11:47","0:21:02","Accessability"
"L3","12710","B5","2022-3-26 12:09","0:41:15","Speciality Offerings"
"L1","12711","B5","2022-3-26 12:50","0:03:28","Ambience"
"L2","12712","B5","2022-3-26 13:52","0:34:54","Website"
"L6","12713","B5","2022-3-26 14:27","0:03:52","Menu"
"L6","12714","B5","2022-3-26 14:30","0:41:12","Website"
"L3","12715","B2","2022-3-26 14:55","0:00:04","Speciality Offerings"
"L4","12716","B2","2022-3-26 14:56","0:34:52","Accessability"
"L2","12717","B2","2022-3-26 14:56","0:00:04","Location"
"L2","12718","B2","2022-3-26 14:56","0:00:06","Website"
"L2","12719","B5","2022-3-26 15:16","0:13:58","Instagram"
"L5","12720","B5","2022-3-26 15:41","0:00:01","Location"
"L4","12721","B5","2022-3-26 15:41","0:00:04","Speciality Offerings"
"L7","12722","B5","2022-3-26 15:42","0:18:34","Speciality Offerings"
"L1","12723","B5","2022-3-27 6:26","0:00:31","Instagram"
"L1","12724","B5","2022-3-27 6:27","0:08:50","Speciality Offerings"
"L3","12725","B5","2022-3-27 6:35","0:43:01","Instagram"
"L2","12726","B5","2022-3-27 7:19","0:41:26","Speciality Offerings"
"L1","12727","B5","2022-3-27 8:06","0:36:53","Location"
"L1","12728","B5","2022-3-27 8:55","0:04:57","Website"
"L7","12729","B5","2022-3-27 9:00","0:41:32","Website"
"L7","12730","B5","2022-3-27 9:43","0:23:18","Location"
"L5","12731","B5","2022-3-27 10:08","0:18:09","Speciality Offerings"
"L3","12732","B5","2022-3-27 10:26","0:07:25","Accessability"
"L7","12733","B5","2022-3-27 10:47","0:04:44","Speciality Offerings"
"L6","12734","B5","2022-3-27 10:47","0:00:15","Location"
"L7","12735","B5","2022-3-27 11:12","0:12:24","Menu"
"L7","12736","B5","2022-3-27 11:28","0:17:09","Location"
"L2","12737","B5","2022-3-27 11:45","0:14:44","Ambience"
"L3","12738","B5","2022-3-27 12:00","0:27:35","Location"
"L5","12739","B5","2022-3-27 12:41","0:41:44","Ratings"
"L2","12740","B5","2022-3-27 13:24","0:24:52","Location"
"L2","12741","B5","2022-3-27 13:49","0:17:13","Instagram"
"L3","12742","B5","2022-3-27 14:06","0:22:56","Menu"
"L6","12743","B5","2022-3-27 14:45","0:19:31","Location"
"L1","12744","B2","2022-3-27 15:02","0:29:22","Accessability"
"L2","12745","B5","2022-3-27 15:05","0:13:07","Speciality Offerings"
"L1","12746","B5","2022-3-27 15:25","0:28:45","Location"
"L5","12747","B5","2022-3-27 15:56","0:35:19","Location"
"L1","12748","B5","2022-3-27 16:38","0:06:06","Instagram"
"L2","12749","B5","2022-3-27 16:44","0:28:45","Accessability"
"L1","12750","B5","2022-3-27 17:22","0:12:37","Speciality Offerings"
"L2","12751","B5","2022-3-27 17:34","0:16:12","Quiet"
"L1","12752","B5","2022-3-27 17:59","0:25:14","Instagram"
"L1","12753","B5","2022-3-27 18:24","0:26:41","Website"
"L3","12754","B5","2022-3-27 19:06","0:15:03","Instagram"
"L7","12755","B5","2022-3-27 19:21","0:08:19","Website"
"L3","12756","B5","2022-3-27 19:34","0:33:55","Website"
"L7","12757","B5","2022-3-27 20:08","0:41:18","Speciality Offerings"
"L2","12758","B5","2022-3-27 20:50","0:05:02","Website"
"L3","12759","B5","2022-3-27 21:02","0:14:33","Location"
"L2","12760","B5","2022-3-28 2:23","0:21:41","Careers"
"L2","12761","B5","2022-3-28 2:45","0:57:53","Offers"
"L5","12762","B5","2022-3-28 3:50","0:10:38","Instagram"
"L1","12763","B5","2022-3-28 3:50","0:00:01","Speciality Offerings"
"L3","12764","B5","2022-3-28 4:09","0:31:41","Speciality Offerings"
"L3","12765","B2","2022-3-28 4:34","0:27:40","Accessability"
"L1","12766","B5","2022-3-28 4:41","0:41:20","Instagram"
"L4","12767","B5","2022-3-28 5:22","0:08:56","Website"
"L4","12768","B5","2022-3-28 6:26","0:00:49","Speciality Offerings"
"L2","12769","B5","2022-3-28 7:30","0:32:02","Accessability"
"L6","12770","B2","2022-3-28 7:45","0:31:01","Instagram"
"L7","12771","B2","2022-3-28 7:45","0:00:04","Speciality Offerings"
"L5","12772","B2","2022-3-28 8:16","0:25:59","Website"
"L1","12773","B5","2022-3-28 8:23","0:00:56","Instagram"
"L4","12774","B5","2022-3-28 8:24","0:34:07","Website"
"L7","12775","B5","2022-3-28 9:11","0:02:12","Ambience"
"L6","12776","B5","2022-3-28 9:21","0:07:20","Instagram"
"L6","12777","B5","2022-3-28 9:29","0:21:15","Accessability"
"L2","12778","B5","2022-3-28 10:09","0:20:42","Website"
"L5","12779","B5","2022-3-28 10:37","0:05:13","Instagram"
"L2","12780","B5","2022-3-28 10:48","0:02:44","Speciality Offerings"
"L6","12781","B5","2022-3-28 12:07","0:06:13","Careers"
"L2","12782","B5","2022-3-28 12:18","0:29:45","Menu"
"L7","12783","B5","2022-3-28 12:49","0:02:46","Location"
"L6","12784","B5","2022-3-28 12:53","0:18:18","Speciality Offerings"
"L7","12785","B5","2022-3-28 13:18","0:20:19","Location"
"L3","12786","B5","2022-3-28 13:38","0:39:24","Instagram"
"L2","12787","B2","2022-3-28 14:46","0:01:22","Speciality Offerings"
"L6","12788","B2","2022-3-28 14:47","0:00:11","Website"
"L2","12789","B5","2022-3-28 14:47","0:01:43","Speciality Offerings"
"L5","12790","B5","2022-3-28 14:48","0:41:15","Ambience"
"L4","12791","B5","2022-3-28 15:36","0:35:37","Accessability"
"L5","12792","B5","2022-3-28 16:38","0:06:11","Instagram"
"L6","12793","B5","2022-3-28 16:45","0:35:55","Location"
"L1","12794","B5","2022-3-28 17:24","0:06:13","Instagram"
"L4","12795","B5","2022-3-28 17:30","0:19:17","Location"
"L7","12796","B5","2022-3-28 17:54","0:02:54","Ambience"
"L1","12797","B5","2022-3-28 17:57","0:19:34","Accessability"
"L7","12798","B5","2022-3-28 18:17","0:18:06","Instagram"
"L3","12799","B5","2022-3-28 18:38","0:24:52","Instagram"
"L2","12800","B5","2022-3-28 19:05","0:21:06","Instagram"
"L2","12801","B5","2022-3-28 19:31","0:20:40","Location"
"L2","12802","B5","2022-3-28 19:51","0:17:00","Ambience"
"L2","12803","B5","2022-3-28 20:08","0:24:36","Ambience"
"L2","12804","B5","2022-3-28 20:53","0:37:41","Menu"
"L5","12805","B5","2022-3-29 2:22","0:33:27","Instagram"
"L4","12806","B5","2022-3-29 2:55","0:42:17","Instagram"
"L7","12807","B5","2022-3-29 3:51","0:06:29","Menu"
"L1","12808","B5","2022-3-29 3:58","0:09:03","Instagram"
"L7","12809","B2","2022-3-29 4:27","0:00:38","Speciality Offerings"
"L7","12810","B2","2022-3-29 4:29","0:23:01","Instagram"
"L1","12811","B2","2022-3-29 7:43","0:09:02","Ambience"
"L2","12812","B2","2022-3-29 7:52","0:24:31","Speciality Offerings"
"L2","12813","B2","2022-3-29 8:17","0:00:05","Website"
"L1","12814","B5","2022-3-29 13:44","0:12:47","Instagram"
"L2","12815","B2","2022-3-29 14:58","0:23:39","Location"
"L1","12816","B2","2022-3-29 14:58","0:00:06","Location"
"L2","12817","B2","2022-3-29 15:22","0:14:57","Accessability"
"L2","12818","B2","2022-3-29 15:46","0:17:12","Speciality Offerings"
"L3","12819","B2","2022-3-29 16:03","0:00:01","Careers"
"L2","12820","B5","2022-3-29 18:26","0:16:09","Menu"
"L2","12821","B5","2022-3-29 18:42","0:46:04","Menu"
"L6","12822","B5","2022-3-29 19:28","0:42:27","Instagram"
"L7","12823","B5","2022-3-29 20:16","0:22:48","Location"
"L1","12824","B5","2022-3-30 1:47","0:00:28","Website"
"L3","12825","B5","2022-3-30 1:48","0:30:41","Menu"
"L1","12826","B5","2022-3-30 2:29","0:42:02","Location"
"L3","12827","B5","2022-3-30 3:12","0:17:59","Instagram"
"L2","12828","B5","2022-3-30 3:46","0:14:41","Instagram"
"L3","12829","B5","2022-3-30 4:05","0:07:47","Ambience"
"L1","12830","B2","2022-3-30 5:00","0:33:23","Website"
"L5","12831","B2","2022-3-30 5:37","0:12:42","Quiet"
"L1","12832","B2","2022-3-30 7:41","0:11:44","Speciality Offerings"
"L1","12833","B2","2022-3-30 7:53","0:26:47","Website"
"L6","12834","B2","2022-3-30 8:22","0:24:59","Website"
