"Neighbourhoods_ID","Neighbourhoods","Click_ID","Entr_Time","Duration","Attributes__what_they_search_for_","Browser_ID"
"L2","El Born","10663","2022-1-7 8:41","1:42:57","Speciality Offerings","B5"
"L1","Barceloneta","10664","2022-1-7 10:42","0:02:17","Website","B5"
"L5","Eixample","10665","2022-1-7 11:15","0:07:53","Instagram","B5"
"L3","Sants","10666","2022-1-7 11:36","2:03:58","Menu","B5"
"L3","Sants","10667","2022-1-7 14:52","0:10:52","Menu","B5"
"L2","El Born","10668","2022-1-7 15:03","0:01:52","Instagram","B5"
"L3","Sants","10669","2022-1-7 15:09","0:15:37","Speciality Offerings","B5"
"L1","Barceloneta","10670","2022-1-7 16:44","0:27:28","Menu","B5"
"L2","El Born","10671","2022-1-7 17:16","0:30:11","Menu","B5"
"L4","Gracia","10672","2022-1-7 17:48","0:09:46","Instagram","B5"
"L2","El Born","10673","2022-1-7 19:17","0:12:15","Speciality Offerings","B5"
"L7","Poblenou","10674","2022-1-7 19:49","0:02:21","Instagram","B5"
"L6","Sarria","10675","2022-1-7 20:27","0:04:07","Instagram","B5"
"L2","El Born","10676","2022-1-7 20:31","0:00:40","Speciality Offerings","B5"
"L4","Gracia","10677","2022-1-7 20:32","0:31:19","Menu","B5"
"L1","Barceloneta","10678","2022-1-7 21:04","0:29:03","Menu","B5"
"L1","Barceloneta","10679","2022-1-7 21:46","0:22:39","Menu","B5"
"L1","Barceloneta","10680","2022-1-7 22:09","0:03:55","Instagram","B5"
"L2","El Born","10681","2022-1-7 22:13","0:24:00","Menu","B5"
"L1","Barceloneta","10682","2022-1-7 22:37","0:22:05","Menu","B5"
"L7","Poblenou","10683","2022-1-7 22:59","0:30:25","Website","B5"
"L3","Sants","10684","2022-1-7 23:34","0:27:15","Careers","B5"
"L2","El Born","10685","2022-1-8 0:01","0:23:25","Instagram","B5"
"L1","Barceloneta","10686","2022-1-8 0:27","0:07:37","Careers","B5"
"L4","Gracia","10687","2022-1-8 4:53","0:20:17","Location","B5"
"L1","Barceloneta","10688","2022-1-8 5:13","0:26:05","Website","B5"
"L5","Eixample","10689","2022-1-8 5:40","0:14:20","Ambience","B5"
"L2","El Born","10690","2022-1-8 6:17","0:15:35","Menu","B5"
"L5","Eixample","10691","2022-1-8 6:32","0:27:18","Location","B5"
"L5","Eixample","10692","2022-1-8 7:00","0:26:50","Accessability","B5"
"L1","Barceloneta","10693","2022-1-8 7:28","0:27:14","Price","B5"
"L2","El Born","10694","2022-1-8 8:08","0:07:01","Website","B5"
"L1","Barceloneta","10695","2022-1-8 9:26","0:00:08","Speciality Offerings","B5"
"L2","El Born","10696","2022-1-8 9:45","0:02:28","Speciality Offerings","B5"
"L3","Sants","10697","2022-1-8 10:13","0:12:56","Menu","B5"
"L2","El Born","10698","2022-1-8 10:54","0:08:56","Menu","B5"
"L1","Barceloneta","10699","2022-1-8 11:03","0:29:56","Speciality Offerings","B5"
"L2","El Born","10700","2022-1-8 11:28","1:21:00","Menu","B5"
"L2","El Born","10701","2022-1-8 11:48","0:00:45","Quiet","B5"
"L2","El Born","10702","2022-1-8 11:49","0:25:37","Accessability","B5"
"L4","Gracia","10703","2022-1-8 12:15","0:04:49","Speciality Offerings","B5"
"L4","Gracia","10704","2022-1-8 12:51","0:25:17","Accessability","B5"
"L2","El Born","10705","2022-1-8 13:09","0:07:58","Location","B5"
"L4","Gracia","10706","2022-1-8 13:19","0:04:58","Instagram","B5"
"L3","Sants","10707","2022-1-8 13:24","0:24:26","Instagram","B5"
"L2","El Born","10708","2022-1-8 13:53","0:00:36","Speciality Offerings","B5"
"L2","El Born","10709","2022-1-8 13:59","0:01:01","Instagram","B5"
"L2","El Born","10710","2022-1-8 14:11","0:01:43","Website","B5"
"L3","Sants","10711","2022-1-8 14:14","0:02:30","Instagram","B5"
"L2","El Born","10712","2022-1-8 14:19","0:12:41","Instagram","B5"
"L2","El Born","10713","2022-1-8 15:11","0:13:14","Menu","B5"
"L5","Eixample","10714","2022-1-8 15:30","0:00:05","Instagram","B5"
"L2","El Born","10715","2022-1-8 15:31","0:00:12","Website","B5"
"L1","Barceloneta","10716","2022-1-8 15:31","0:00:08","Menu","B5"
"L3","Sants","10717","2022-1-8 15:31","0:00:04","Instagram","B5"
"L2","El Born","10718","2022-1-8 15:32","0:09:11","Menu","B5"
"L3","Sants","10719","2022-1-8 18:13","0:00:53","Menu","B5"
"L2","El Born","10720","2022-1-8 18:13","0:00:03","Speciality Offerings","B5"
"L7","Poblenou","10721","2022-1-8 18:24","0:08:41","Website","B5"
"L4","Gracia","10722","2022-1-9 6:52","0:00:52","Instagram","B9"
"L2","El Born","10723","2022-1-9 6:53","0:00:13","Instagram","B9"
"L1","Barceloneta","10724","2022-1-9 9:07","0:14:14","Speciality Offerings","B5"
"L3","Sants","10725","2022-1-9 9:25","0:02:47","Website","B5"
"L5","Eixample","10726","2022-1-9 9:34","0:20:23","Website","B5"
"L2","El Born","10727","2022-1-9 9:59","0:22:06","Instagram","B5"
"L2","El Born","10728","2022-1-9 10:25","0:22:04","Location","B5"
"L6","Sarria","10729","2022-1-9 12:10","0:21:59","Location","B5"
"L2","El Born","10730","2022-1-9 12:32","0:11:52","Location","B5"
"L7","Poblenou","10731","2022-1-9 12:54","0:09:11","Offers","B5"
"L1","Barceloneta","10732","2022-1-9 13:04","0:06:17","Menu","B5"
"L6","Sarria","10733","2022-1-9 14:06","0:12:14","Offers","B5"
"L2","El Born","10734","2022-1-9 14:42","0:03:27","Website","B5"
"L2","El Born","10735","2022-1-9 14:47","0:01:50","Instagram","B5"
"L3","Sants","10736","2022-1-9 14:49","0:03:30","Instagram","B5"
"L7","Poblenou","10737","2022-1-9 15:54","0:17:32","Website","B5"
"L2","El Born","10738","2022-1-9 16:12","0:02:32","Speciality Offerings","B5"
"L3","Sants","10739","2022-1-9 16:30","0:00:39","Accessability","B5"
"L3","Sants","10740","2022-1-9 16:32","0:04:02","Speciality Offerings","B5"
"L2","El Born","10741","2022-1-9 16:36","0:15:05","Accessability","B5"
"L1","Barceloneta","10742","2022-1-9 16:54","0:22:42","Speciality Offerings","B5"
"L2","El Born","10743","2022-1-9 17:17","0:02:54","Menu","B5"
"L6","Sarria","10744","2022-1-9 17:23","0:01:15","Accessability","B5"
"L1","Barceloneta","10745","2022-1-9 18:12","0:06:50","Location","B5"
"L1","Barceloneta","10746","2022-1-9 18:19","0:12:05","Speciality Offerings","B5"
"L7","Poblenou","10747","2022-1-9 18:33","0:23:13","Instagram","B5"
"L6","Sarria","10748","2022-1-9 19:55","0:02:03","Instagram","B5"
"L7","Poblenou","10749","2022-1-9 19:57","0:01:38","Menu","B5"
"L4","Gracia","10750","2022-1-9 20:17","0:19:54","Instagram","B5"
"L6","Sarria","10751","2022-1-10 6:11","0:02:31","Speciality Offerings","B5"
"L7","Poblenou","10752","2022-1-10 6:14","0:21:21","Accessability","B5"
"L2","El Born","10753","2022-1-10 6:38","0:02:03","Careers","B5"
"L1","Barceloneta","10754","2022-1-10 6:40","0:23:01","Instagram","B5"
"L7","Poblenou","10755","2022-1-10 7:07","0:22:39","Speciality Offerings","B5"
"L2","El Born","10756","2022-1-10 7:30","0:22:17","Menu","B5"
"L2","El Born","10757","2022-1-10 11:35","0:31:56","Location","B5"
"L1","Barceloneta","10758","2022-1-10 12:15","0:08:09","Website","B5"
"L2","El Born","10759","2022-1-10 17:56","1:43:31","Website","B5"
"L7","Poblenou","10760","2022-1-10 19:56","0:00:02","Website","B5"
"L2","El Born","10761","2022-1-10 19:57","0:22:06","Location","B5"
"L2","El Born","10762","2022-1-10 19:57","0:00:03","Careers","B5"
"L2","El Born","10763","2022-1-10 19:57","0:00:06","Careers","B5"
"L7","Poblenou","10764","2022-1-10 19:57","0:00:01","Location","B5"
"L3","Sants","10765","2022-1-10 19:57","0:00:11","Instagram","B5"
"L2","El Born","10766","2022-1-10 19:57","0:00:03","Ambience","B5"
"L1","Barceloneta","10767","2022-1-10 20:32","0:09:56","Ambience","B5"
"L1","Barceloneta","10768","2022-1-10 20:51","0:12:50","Speciality Offerings","B5"
"L7","Poblenou","10769","2022-1-10 21:04","0:13:40","Menu","B5"
"L2","El Born","10770","2022-1-11 5:47","0:09:36","Website","B5"
"L2","El Born","10771","2022-1-11 5:57","0:19:19","Location","B5"
"L3","Sants","10772","2022-1-11 6:17","0:02:48","Instagram","B5"
"L2","El Born","10773","2022-1-11 6:19","0:22:40","Accessability","B5"
"L1","Barceloneta","10774","2022-1-11 6:42","0:22:45","Menu","B5"
"L4","Gracia","10775","2022-1-11 7:13","0:22:40","Location","B5"
"L2","El Born","10776","2022-1-11 7:39","0:22:35","Menu","B5"
"L4","Gracia","10777","2022-1-11 8:02","0:22:01","Instagram","B5"
"L1","Barceloneta","10778","2022-1-11 8:24","0:22:37","Website","B5"
"L2","El Born","10779","2022-1-11 8:47","0:17:02","Menu","B5"
"L6","Sarria","10780","2022-1-11 9:07","0:04:42","Location","B5"
"L1","Barceloneta","10781","2022-1-11 9:21","0:00:12","Location","B5"
"L2","El Born","10782","2022-1-11 9:22","0:22:47","Instagram","B5"
"L2","El Born","10783","2022-1-11 9:58","0:22:40","Offers","B5"
"L6","Sarria","10784","2022-1-11 10:21","0:06:35","Location","B5"
"L6","Sarria","10785","2022-1-11 10:29","0:10:11","Speciality Offerings","B5"
"L7","Poblenou","10786","2022-1-11 10:39","0:09:16","Instagram","B5"
"L3","Sants","10787","2022-1-11 11:00","0:11:35","Accessability","B5"
"L2","El Born","10788","2022-1-11 11:23","0:01:01","Instagram","B5"
"L7","Poblenou","10789","2022-1-11 11:24","0:08:56","Careers","B5"
"L3","Sants","10790","2022-1-11 11:39","0:13:45","Instagram","B5"
"L7","Poblenou","10791","2022-1-11 11:54","0:12:49","Instagram","B5"
"L1","Barceloneta","10792","2022-1-11 13:17","0:09:58","Ambience","B5"
"L5","Eixample","10793","2022-1-11 13:29","0:00:48","Instagram","B5"
"L5","Eixample","10794","2022-1-11 13:32","0:11:02","Instagram","B5"
"L7","Poblenou","10795","2022-1-11 14:13","0:11:21","Instagram","B5"
"L2","El Born","10796","2022-1-11 14:31","0:20:08","Location","B5"
"L2","El Born","10797","2022-1-11 15:08","0:03:06","Menu","B5"
"L1","Barceloneta","10798","2022-1-11 15:11","0:01:27","Offers","B5"
"L4","Gracia","10799","2022-1-11 15:13","0:25:13","Instagram","B5"
"L3","Sants","10800","2022-1-11 15:45","0:00:11","Instagram","B5"
"L2","El Born","10801","2022-1-11 15:46","0:03:35","Menu","B5"
"L2","El Born","10802","2022-1-11 15:55","1:25:37","Menu","B5"
"L2","El Born","10803","2022-1-11 18:25","0:01:01","Careers","B5"
"L2","El Born","10804","2022-1-11 18:44","0:07:14","Offers","B5"
"L4","Gracia","10805","2022-1-11 18:44","0:00:01","Location","B5"
"L5","Eixample","10806","2022-1-11 18:52","0:00:55","Ambience","B5"
"L5","Eixample","10807","2022-1-11 18:55","0:21:44","Instagram","B5"
"L2","El Born","10808","2022-1-11 19:20","0:08:14","Website","B5"
"L2","El Born","10809","2022-1-11 19:50","0:13:54","Instagram","B5"
"L5","Eixample","10810","2022-1-11 20:11","0:22:32","Speciality Offerings","B5"
"L7","Poblenou","10811","2022-1-11 20:40","0:09:53","Website","B5"
"L1","Barceloneta","10812","2022-1-12 6:10","0:13:00","Accessability","B5"
"L3","Sants","10813","2022-1-12 6:23","0:22:44","Location","B5"
"L3","Sants","10814","2022-1-12 6:47","0:03:02","Website","B5"
"L3","Sants","10815","2022-1-12 6:50","0:19:36","Instagram","B5"
"L7","Poblenou","10816","2022-1-12 7:10","0:22:52","Offers","B5"
"L2","El Born","10817","2022-1-12 7:33","0:15:12","Menu","B5"
"L1","Barceloneta","10818","2022-1-12 7:49","0:07:35","Quiet","B5"
"L7","Poblenou","10819","2022-1-12 7:57","0:19:06","Speciality Offerings","B5"
"L6","Sarria","10820","2022-1-12 8:43","0:05:23","Ratings","B5"
"L2","El Born","10821","2022-1-12 8:56","0:05:54","Careers","B5"
"L3","Sants","10822","2022-1-12 9:04","0:09:30","Instagram","B5"
"L2","El Born","10823","2022-1-12 9:21","0:07:04","Accessability","B5"
"L2","El Born","10824","2022-1-12 9:28","0:07:38","Instagram","B5"
"L1","Barceloneta","10825","2022-1-12 9:43","0:00:41","Instagram","B5"
"L2","El Born","10826","2022-1-12 9:44","0:00:33","Website","B5"
"L3","Sants","10827","2022-1-12 20:22","0:01:59","Careers","B5"
"L4","Gracia","10828","2022-1-13 12:27","0:00:16","Website","B7"
"L6","Sarria","10829","2022-1-13 12:28","0:00:15","Speciality Offerings","B7"
"L7","Poblenou","10830","2022-1-13 12:28","0:15:11","Accessability","B5"
"L1","Barceloneta","10831","2022-1-13 15:33","0:00:12","Location","B9"
"L2","El Born","10832","2022-1-13 17:25","0:02:25","Accessability","B5"
"L7","Poblenou","10833","2022-1-13 17:28","0:15:22","Careers","B5"
"L1","Barceloneta","10834","2022-1-13 17:47","0:04:05","Website","B5"
"L1","Barceloneta","10835","2022-1-13 17:54","0:02:57","Location","B5"
"L1","Barceloneta","10836","2022-1-13 17:57","0:22:01","Instagram","B5"
"L5","Eixample","10837","2022-1-13 18:19","0:22:27","Menu","B5"
"L1","Barceloneta","10838","2022-1-13 18:42","0:09:23","Careers","B5"
"L7","Poblenou","10839","2022-1-13 19:01","0:13:40","Speciality Offerings","B5"
"L4","Gracia","10840","2022-1-13 19:19","0:22:04","Speciality Offerings","B5"
"L5","Eixample","10841","2022-1-13 19:44","0:22:41","Website","B5"
"L3","Sants","10842","2022-1-13 20:06","0:03:19","Instagram","B5"
"L7","Poblenou","10843","2022-1-13 20:54","0:07:02","Location","B5"
"L2","El Born","10844","2022-1-14 9:13","0:12:39","Menu","B5"
"L2","El Born","10845","2022-1-14 9:26","0:17:13","Website","B5"
"L2","El Born","10846","2022-1-14 9:55","0:01:10","Instagram","B5"
"L3","Sants","10847","2022-1-14 9:57","0:03:38","Instagram","B5"
"L4","Gracia","10848","2022-1-14 10:00","0:07:07","Location","B5"
"L1","Barceloneta","10849","2022-1-14 12:03","0:06:01","Instagram","B5"
"L2","El Born","10850","2022-1-14 12:30","0:09:34","Location","B5"
"L6","Sarria","10851","2022-1-14 12:40","0:12:13","Offers","B5"
"L6","Sarria","10852","2022-1-14 12:52","0:05:08","Instagram","B5"
"L2","El Born","10853","2022-1-14 13:11","0:00:11","Website","B9"
"L6","Sarria","10854","2022-1-14 13:17","0:27:26","Ambience","B5"
"L4","Gracia","10855","2022-1-14 13:50","1:23:17","Speciality Offerings","B5"
"L1","Barceloneta","10856","2022-1-14 14:22","0:05:20","Location","B5"
"L2","El Born","10857","2022-1-14 14:28","0:07:01","Instagram","B5"
"L2","El Born","10858","2022-1-14 14:44","0:00:50","Location","B5"
"L4","Gracia","10859","2022-1-14 14:54","0:00:10","Speciality Offerings","B9"
"L7","Poblenou","10860","2022-1-14 14:55","0:00:36","Location","B9"
"L7","Poblenou","10861","2022-1-14 14:55","0:00:04","Accessability","B9"
"L2","El Born","10862","2022-1-14 14:57","0:00:23","Instagram","B9"
"L7","Poblenou","10863","2022-1-14 14:57","0:00:06","Location","B9"
"L3","Sants","10864","2022-1-14 15:18","0:01:28","Instagram","B5"
"L7","Poblenou","10865","2022-1-14 15:19","0:14:29","Location","B5"
"L2","El Born","10866","2022-1-14 15:54","0:21:29","Website","B5"
"L6","Sarria","10867","2022-1-14 16:17","0:22:15","Instagram","B5"
"L3","Sants","10868","2022-1-14 16:39","0:06:45","Instagram","B5"
"L6","Sarria","10869","2022-1-14 16:48","0:14:02","Ambience","B5"
"L5","Eixample","10870","2022-1-14 17:02","0:08:18","Website","B5"
"L2","El Born","10871","2022-1-14 17:11","0:29:32","Ambience","B5"
"L7","Poblenou","10872","2022-1-14 17:41","0:35:32","Website","B5"
"L3","Sants","10873","2022-1-14 18:18","0:30:19","Website","B5"
"L3","Sants","10874","2022-1-14 18:53","0:34:52","Speciality Offerings","B5"
"L4","Gracia","10875","2022-1-14 19:27","0:00:42","Accessability","B5"
"L2","El Born","10876","2022-1-14 19:28","0:37:58","Instagram","B5"
"L2","El Born","10877","2022-1-14 20:06","0:33:53","Menu","B5"
"L3","Sants","10878","2022-1-14 20:40","0:35:04","Instagram","B5"
"L6","Sarria","10879","2022-1-14 21:18","0:23:03","Location","B5"
"L5","Eixample","10880","2022-1-15 6:50","0:18:48","Menu","B5"
"L2","El Born","10881","2022-1-15 6:50","0:00:04","Menu","B5"
"L5","Eixample","10882","2022-1-15 7:11","0:01:28","Instagram","B5"
"L3","Sants","10883","2022-1-15 7:12","0:10:05","Website","B5"
"L4","Gracia","10884","2022-1-15 7:23","0:11:59","Website","B5"
"L4","Gracia","10885","2022-1-15 8:00","0:42:22","Instagram","B5"
"L7","Poblenou","10886","2022-1-15 8:43","0:42:19","Menu","B5"
"L4","Gracia","10887","2022-1-15 9:25","0:21:27","Menu","B5"
"L2","El Born","10888","2022-1-15 9:48","0:20:57","Instagram","B5"
"L2","El Born","10889","2022-1-15 10:09","0:42:25","Ambience","B5"
"L1","Barceloneta","10890","2022-1-15 10:55","0:42:14","Instagram","B5"
"L1","Barceloneta","10891","2022-1-15 11:37","0:42:36","Instagram","B5"
"L6","Sarria","10892","2022-1-15 12:25","0:44:00","Ambience","B5"
"L5","Eixample","10893","2022-1-15 13:14","0:04:52","Offers","B5"
"L6","Sarria","10894","2022-1-15 14:03","0:38:30","Offers","B5"
"L3","Sants","10895","2022-1-15 14:43","0:42:25","Location","B5"
"L4","Gracia","10896","2022-1-15 15:09","0:50:14","Instagram","B5"
"L3","Sants","10897","2022-1-15 15:37","0:43:23","Instagram","B5"
"L5","Eixample","10898","2022-1-15 15:37","0:00:19","Location","B5"
"L1","Barceloneta","10899","2022-1-15 16:24","0:48:54","Location","B5"
"L3","Sants","10900","2022-1-15 16:24","0:00:11","Menu","B5"
"L3","Sants","10901","2022-1-15 16:24","0:26:34","Website","B5"
"L7","Poblenou","10902","2022-1-15 17:21","0:42:24","Speciality Offerings","B5"
"L3","Sants","10903","2022-1-15 18:03","0:41:48","Location","B5"
"L1","Barceloneta","10904","2022-1-15 18:45","0:42:54","Instagram","B5"
"L1","Barceloneta","10905","2022-1-15 19:35","0:31:27","Website","B5"
"L1","Barceloneta","10906","2022-1-15 20:09","0:11:45","Instagram","B5"
"L4","Gracia","10907","2022-1-15 20:21","0:52:51","Instagram","B5"
"L5","Eixample","10908","2022-1-15 21:42","0:37:35","Location","B5"
"L7","Poblenou","10909","2022-1-15 22:27","0:03:26","Website","B5"
"L1","Barceloneta","10910","2022-1-15 22:31","0:34:16","Speciality Offerings","B5"
"L4","Gracia","10911","2022-1-16 6:20","0:10:17","Careers","B5"
"L2","El Born","10912","2022-1-16 6:30","0:45:18","Location","B5"
"L1","Barceloneta","10913","2022-1-16 7:16","0:42:11","Instagram","B5"
"L7","Poblenou","10914","2022-1-16 7:58","0:44:48","Instagram","B5"
"L5","Eixample","10915","2022-1-16 8:47","0:42:34","Instagram","B5"
"L4","Gracia","10916","2022-1-16 9:37","0:04:04","Instagram","B5"
"L2","El Born","10917","2022-1-16 11:22","0:00:09","Instagram","B5"
"L1","Barceloneta","10918","2022-1-16 11:26","0:06:08","Menu","B5"
"L7","Poblenou","10919","2022-1-16 11:33","0:09:18","Accessability","B5"
"L3","Sants","10920","2022-1-16 11:42","0:36:28","Offers","B5"
"L2","El Born","10921","2022-1-16 12:16","0:09:15","Instagram","B5"
"L6","Sarria","10922","2022-1-16 12:26","0:17:38","Website","B5"
"L1","Barceloneta","10923","2022-1-16 12:47","0:13:17","Instagram","B5"
"L6","Sarria","10924","2022-1-16 13:16","0:10:19","Location","B5"
"L7","Poblenou","10925","2022-1-16 13:26","0:06:36","WiFi","B5"
"L3","Sants","10926","2022-1-16 13:33","0:00:11","Location","B5"
"L3","Sants","10927","2022-1-16 13:42","0:18:48","Website","B5"
"L6","Sarria","10928","2022-1-16 14:23","0:09:52","Accessability","B5"
"L3","Sants","10929","2022-1-16 14:37","0:15:22","Location","B5"
"L2","El Born","10930","2022-1-16 14:54","0:13:06","Instagram","B5"
"L1","Barceloneta","10931","2022-1-16 15:12","0:24:15","Instagram","B5"
"L1","Barceloneta","10932","2022-1-16 15:37","0:12:03","Location","B5"
"L1","Barceloneta","10933","2022-1-16 15:48","0:18:49","Menu","B5"
"L1","Barceloneta","10934","2022-1-16 16:07","0:10:27","Location","B5"
"L4","Gracia","10935","2022-1-16 16:18","0:04:35","Menu","B5"
"L3","Sants","10936","2022-1-16 16:22","0:18:57","Location","B5"
"L7","Poblenou","10937","2022-1-16 16:41","0:00:12","Ambience","B5"
"L1","Barceloneta","10938","2022-1-16 16:41","0:00:05","Speciality Offerings","B5"
"L2","El Born","10939","2022-1-16 16:41","0:00:04","Speciality Offerings","B5"
"L2","El Born","10940","2022-1-16 16:42","0:00:06","Speciality Offerings","B5"
"L2","El Born","10941","2022-1-16 16:42","0:00:05","Website","B5"
"L2","El Born","10942","2022-1-16 16:43","0:18:48","Instagram","B5"
"L6","Sarria","10943","2022-1-16 17:02","0:31:24","Instagram","B5"
"L2","El Born","10944","2022-1-16 17:24","0:13:22","Ambience","B5"
"L2","El Born","10945","2022-1-16 17:35","0:12:26","Website","B5"
"L2","El Born","10946","2022-1-16 17:39","0:21:13","Speciality Offerings","B5"
"L2","El Born","10947","2022-1-16 17:48","0:43:32","Location","B5"
"L4","Gracia","10948","2022-1-16 18:04","0:17:09","Careers","B5"
"L6","Sarria","10949","2022-1-16 18:24","0:11:00","Speciality Offerings","B5"
"L2","El Born","10950","2022-1-16 18:32","0:25:49","Ambience","B5"
"L6","Sarria","10951","2022-1-16 18:35","0:10:04","Instagram","B5"
"L7","Poblenou","10952","2022-1-16 18:47","0:00:06","Website","B9"
"L1","Barceloneta","10953","2022-1-16 18:58","0:15:59","Instagram","B5"
"L7","Poblenou","10954","2022-1-16 19:14","0:42:16","Careers","B5"
"L5","Eixample","10955","2022-1-16 19:57","0:50:11","Offers","B5"
"L3","Sants","10956","2022-1-16 20:47","0:42:30","Instagram","B5"
"L2","El Born","10957","2022-1-16 21:38","0:32:42","Instagram","B5"
"L7","Poblenou","10958","2022-1-17 4:44","0:08:37","Website","B5"
"L1","Barceloneta","10959","2022-1-17 4:52","0:15:06","Accessability","B5"
"L4","Gracia","10960","2022-1-17 5:07","0:00:59","Pet Friendly","B5"
"L6","Sarria","10961","2022-1-17 5:09","0:27:39","Menu","B5"
"L2","El Born","10962","2022-1-17 5:38","0:42:28","Offers","B5"
"L3","Sants","10963","2022-1-17 6:20","0:41:55","Location","B5"
"L5","Eixample","10964","2022-1-17 7:02","0:42:27","Website","B5"
"L2","El Born","10965","2022-1-17 8:02","0:42:31","Website","B5"
"L2","El Born","10966","2022-1-17 8:44","0:43:00","Website","B5"
"L1","Barceloneta","10967","2022-1-17 9:29","0:54:57","Website","B5"
"L6","Sarria","10968","2022-1-17 10:33","0:13:12","Website","B5"
"L2","El Born","10969","2022-1-17 10:51","0:33:35","Speciality Offerings","B5"
"L2","El Born","10970","2022-1-17 11:30","0:03:47","Instagram","B5"
"L1","Barceloneta","10971","2022-1-18 5:06","0:08:38","Instagram","B5"
"L4","Gracia","10972","2022-1-18 10:43","0:06:57","Instagram","B5"
"L7","Poblenou","10973","2022-1-18 11:50","0:07:07","Website","B5"
"L1","Barceloneta","10974","2022-1-18 11:58","0:06:04","Speciality Offerings","B5"
"L7","Poblenou","10975","2022-1-19 14:37","1:04:40","Location","B5"
"L1","Barceloneta","10976","2022-1-19 16:01","0:23:50","Menu","B5"
"L4","Gracia","10977","2022-1-19 17:25","0:16:26","Website","B5"
"L7","Poblenou","10978","2022-1-19 18:10","0:33:26","Speciality Offerings","B5"
"L7","Poblenou","10979","2022-1-19 20:43","0:05:14","Website","B5"
"L3","Sants","10980","2022-1-19 20:48","0:09:29","Careers","B5"
"L7","Poblenou","10981","2022-1-19 20:58","0:22:04","Location","B5"
"L1","Barceloneta","10982","2022-1-19 21:20","0:23:45","Menu","B5"
"L2","El Born","10983","2022-1-20 20:07","0:03:02","Instagram","B5"
"L2","El Born","10984","2022-1-20 20:10","0:04:15","Speciality Offerings","B5"
"L1","Barceloneta","10985","2022-1-21 4:39","0:00:20","Speciality Offerings","B2"
"L4","Gracia","10986","2022-1-21 4:40","0:01:39","Speciality Offerings","B2"
"L3","Sants","10987","2022-1-21 4:40","0:00:07","Accessability","B2"
"L3","Sants","10988","2022-1-21 4:43","0:00:41","Instagram","B2"
"L7","Poblenou","10989","2022-1-21 4:44","0:00:06","Website","B2"
"L1","Barceloneta","10990","2022-1-21 4:44","0:00:04","Instagram","B2"
"L2","El Born","10991","2022-1-21 4:44","0:00:04","Instagram","B2"
"L1","Barceloneta","10992","2022-1-21 4:45","0:01:57","Accessability","B2"
"L7","Poblenou","10993","2022-1-21 4:47","0:01:55","Accessability","B2"
"L2","El Born","10994","2022-1-22 15:24","0:00:06","Speciality Offerings","B5"
"L7","Poblenou","10995","2022-1-23 6:40","0:20:35","Website","B5"
"L4","Gracia","10996","2022-1-23 6:40","0:00:04","Instagram","B5"
"L3","Sants","10997","2022-1-23 8:15","0:02:06","Instagram","B5"
"L1","Barceloneta","10998","2022-1-23 9:25","0:18:01","Instagram","B5"
"L7","Poblenou","10999","2022-1-23 9:54","0:26:06","Menu","B5"
"L1","Barceloneta","11000","2022-1-23 10:28","0:38:30","Location","B5"
"L1","Barceloneta","11001","2022-1-23 11:07","0:37:42","Menu","B5"
"L5","Eixample","11002","2022-1-23 12:01","0:31:57","Accessability","B5"
"L1","Barceloneta","11003","2022-1-23 12:33","0:23:03","Location","B5"
"L5","Eixample","11004","2022-1-23 12:56","0:08:55","Instagram","B5"
"L5","Eixample","11005","2022-1-23 16:05","0:26:09","Menu","B5"
"L1","Barceloneta","11006","2022-1-23 16:42","0:37:26","Instagram","B5"
"L7","Poblenou","11007","2022-1-23 17:31","0:28:23","Instagram","B5"
"L4","Gracia","11008","2022-1-23 18:23","0:01:01","Accessability","B5"
"L4","Gracia","11009","2022-1-23 18:26","0:09:22","Instagram","B5"
"L4","Gracia","11010","2022-1-23 19:03","0:00:44","Instagram","B7"
"L2","El Born","11011","2022-1-23 19:06","0:01:59","Instagram","B7"
"L2","El Born","11012","2022-1-23 19:09","0:15:06","Website","B7"
"L2","El Born","11013","2022-1-23 19:25","0:19:46","Accessability","B7"
"L2","El Born","11014","2022-1-23 19:45","0:22:01","Website","B7"
"L7","Poblenou","11015","2022-1-24 13:57","0:07:17","Menu","B5"
"L7","Poblenou","11016","2022-1-24 14:42","0:10:31","Website","B5"
"L7","Poblenou","11017","2022-1-24 14:53","0:02:15","Instagram","B5"
"L4","Gracia","11018","2022-1-24 22:19","0:20:14","Website","B5"
"L2","El Born","11019","2022-1-24 22:39","0:03:23","Accessability","B5"
"L3","Sants","11020","2022-1-24 23:50","0:19:22","Location","B5"
"L2","El Born","11021","2022-1-25 0:10","0:22:05","Accessability","B5"
"L2","El Born","11022","2022-1-25 0:32","0:21:36","Instagram","B5"
"L2","El Born","11023","2022-1-25 0:57","0:22:06","Website","B5"
"L7","Poblenou","11024","2022-1-25 1:19","0:17:05","Website","B5"
"L1","Barceloneta","11025","2022-1-25 2:12","0:02:30","Website","B5"
"L2","El Born","11026","2022-1-25 2:12","0:00:43","Instagram","B5"
"L5","Eixample","11027","2022-1-25 2:15","0:13:57","Website","B5"
"L7","Poblenou","11028","2022-1-25 2:30","0:07:52","Instagram","B5"
"L1","Barceloneta","11029","2022-1-25 2:37","0:21:51","Instagram","B5"
"L2","El Born","11030","2022-1-25 3:02","0:21:28","Instagram","B5"
"L7","Poblenou","11031","2022-1-25 3:23","0:22:06","Website","B5"
